Condición,Year,Marca,version,Title,Modelo,id,precio,Image_URL,Color,Color_int,Cilindros,km,Transmisión,Combustible,Características,Seguridad,Content,Tipo,year,Tipo_unidad,Puertas
Usado,2023,Nissan,Sense AT,Nissan- Versa -,Versa,1484,332064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bd6a944ab60d420d894696e9f6e94482.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bd6a944ab60d420d894696e9f6e94482.jpeg",Blanco,Negro,,0,Automática,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2023,Nissan,Advance CVT,Nissan- Versa -,Versa,1485,371424,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a9d80097c0214eb4aff5e96cb6b75023.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a9d80097c0214eb4aff5e96cb6b75023.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e760b0a74bc841cd91d8c9437b6c99fd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c125fb39ef604b099cb60ab3c8d470eb.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a3079fc5d70a46d3bae50f090be2aa6f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3c947c6a3c3f42a8aba7ec6a88ca3114.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a3382c9bd74b469883abae9efc891010.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/569291b0444e4a8cad1d3e82060c8e94.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b6062ac6a1f44c34b5e83863fb8366dd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1d946093db0843c3ac8d49b597c0f4b3.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8fdc7f88657547ff91f67022c60e5771.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fa8268e954fa4050b259be00a7d32db9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ba650b0cba2d4adfa9e1a639bf803d43.jpeg",Gris,Negro,,0,Automática,Gasolina,Llave inteligente; Aire acondicionado; ABS; AGENDA TU PRUEBA DE MANEJO,ABS,,,,,
Usado,2023,Nissan,Advance CVT,Nissan- Versa -,Versa,1486,371424,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4d963dd085e54e69acf9224b2a570820.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4d963dd085e54e69acf9224b2a570820.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/67bfac4c49f44e56878864d790d7f589.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1093db220e634871a3e61e20b96cdcc9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b63b65a755c84b54ad84feb38c49dafd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ec6856df6d94460b8d9eb7215ea9fa47.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7fd6cc1bbf1541219bd75231eb749e4c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/780eadcabb7d4b6b966968577de1d84f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4b65d45845114ed4ac011b3a279b4211.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/721b6349b3dd4be78c07f1745f6804d8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/41bd1284459c41cfa7b4b2f724a8a3ff.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b5cbd27b3e234fe1ad485aa71e1856bd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/742d0c11b7d045228d823597c9bc7328.jpeg",Gris,Negro,,0,Automática,Gasolina,Llave inteligente; Aire acondicionado; ABS; AGENDA TU PRUEBA DE MANEJO,ABS,,,,,
Usado,2023,Nissan,Sense CVT,Nissan- Versa -,Versa,1487,330144,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/37e92e90fd1046528f915b557eb09559.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/37e92e90fd1046528f915b557eb09559.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3befd7abd9d941d8884cb161a5971831.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5ef02eed1cc24faca37feec3256b4762.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d5359a711d4d44dab62a646b4244b3a0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4753d556c21947f18d8fd9eec75294e6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7b1e5b7754cf482a8055faab54db3a51.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/33701024e1904b0fa8d35eaff092f059.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/cdcba0f4928244c2b3935f8ed2266756.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e3df9c75f7454fefb482db9b1be62a2d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/48bf52854edc49b796a5f7533d77f444.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/6a798c846b424d16bf545adb1908fc66.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/dc35cbdafbb745438f09f50afa25586a.jpeg",Blanco,Negro,,0,Automática,Gasolina,"Control de crucero; Luces de halógeno; 4 puertas; Aire acondicionado; Radio, AM/FM, USB; AGENDA TU PRUEBA DE MANEJO",,,,,,
Usado,2023,Nissan,Sense CVT,Nissan- Versa -,Versa,1488,332064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c348c76dd24c44dba526a1aba10987d4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c348c76dd24c44dba526a1aba10987d4.jpeg",Blanco,Negro,,0,Automática,Gasolina,"Control de crucero; Luces de halógeno; 4 puertas; Aire acondicionado; Radio, AM/FM, USB; AGENDA TU PRUEBA DE MANEJO",,,,,,
Usado,2023,Nissan,Advance CVT,Nissan- Versa -,Versa,1489,371424,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d5d814bb914c478f9973a75dab5f27d8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d5d814bb914c478f9973a75dab5f27d8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9bb2f123d5574c488c0f1b784e826b96.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/14253502502f43f7aabf7a5fd7adcdc9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fbbf50180e144cbc9881c1e192b12943.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/854ddcb471914fb6b28174f7bba72ced.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2d6907c0a3584f73a22b0d5e0c8db025.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/13a7781c2af5419dbe5afe0c3cbd0e3a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/74550880e15d426b9e2548b244b51d9a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/20a5dc76d4774292ae70e96a754405de.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c330db7f62a441fbb0990c641c0df2d8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8ccf3e254c734294a4869f32613efee7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/435b3f3ef4b246a99570639a9c12eff9.jpeg",Plata,Negro,,0,Automática,Gasolina,Llave inteligente; Aire acondicionado; ABS; AGENDA TU PRUEBA DE MANEJO,ABS,,,,,
Usado,2023,Nissan,TA,Nissan- Versa -,Versa,1490,371424,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/383fa4d3cb8440e28aa1c8332cbb98cf.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/383fa4d3cb8440e28aa1c8332cbb98cf.jpeg",Plata,Negro,,0,Automática,Gasolina,Rin aluminio; 4 puertas; Aire acondicionado; 5 pasajeros; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,ABS; Bolsas de Aire,,,,,
Usado,2023,Nissan,Advance CVT,Nissan- Sentra -,Sentra,1491,431904,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/764ef0133e4345ee8a60cce7f87ec0ef.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/764ef0133e4345ee8a60cce7f87ec0ef.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9610284e02df4c19b6e173eabe90336e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4e147d89ecf84b39a848efae05a7b294.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ef8f8b734a42430b9527426b691be765.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b96e6417d57a4dbd81d09882b69db76d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/98e093cbaf26468996d84ca14abc0a4d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ad8cb265b99d4060b072ae4d252ab8fd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/af7be974f5b1426c9d916fa73930022f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/60c3c1530bf64537bb4230863fee3d57.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f2ebb9d390eb4086a427ee5299474102.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b52187d136164afb86bda0d1c2cdc206.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/370f80f651fa413a9f064f7b812ba14c.jpeg",Naranja,Negro,,0,Automática,Gasolina,"Llave inteligente; Luces de niebla; Aire acondicionado; Radio, AM/FM, USB; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",ABS; Bolsas de Aire,,,,,
Usado,2023,Nissan,Advance 2 filas CVT,Nissan- X-Trail -,X,1492,662304,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fe902ad21ef043b7b07a69674329ac63.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fe902ad21ef043b7b07a69674329ac63.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1ed2e69b7aed4d85a7429d9deee49413.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b597fcc3bfcb4e1d813c9fbab65aa01b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e2bd4e902a0f49c794bba8385724f0dc.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7dc6332e33d2413299ab0ae5acf46b2c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3cc3d911c81d44dc979acdb0d621ea3f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8bf51eda324249c2bcd93da06a615286.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/07a839f1b6c3478294e656d82eb07608.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f2867415fb534c5f89bc789efbf62b5d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/de72deb1bed6436bb4cd5530aa4677bc.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/45a0b06d00c44e43a1e3f718094c76af.jpeg",Azul,Negro,,0,Automática,Gasolina,"Luces de niebla; 5 puertas; Aire acondicionado; Radio, AM/FM, USB; Controles de audio al volante; Radio, AM/FM; 5 pasajeros; AGENDA TU PRUEBA DE MANEJO",,,,,,
Usado,2024,Nissan,TM,Nissan- Sentra -,Sentra,1493,385824,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/50abcafa8d2f426792c8faf0106f06ac.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/50abcafa8d2f426792c8faf0106f06ac.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/38a3cc8f64c54321934733966fa9ed3c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/44ad5c43a4474bc6a9c617effd2535fd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/251b2de3aa5946759d8cd8b04890e704.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3cc6c801be4740f98fedf3f28206019a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fc8e987ca6d64e9c8ddc5822c250d76c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a26d3b81f47c4c7da3547af694cc6fe6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/cb34f9b9c6e9494fb9b93226b8b51e75.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/50fc7c682fe845cc95ec7bad5cb9bfdc.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e70cd8b1b8a44ca2bc1f288225b345f7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/473f2fdc89cf4e62a8172dfe44a00667.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/6ad24f44e15a40bfa669da18a9f990b8.jpeg",Plata,Negro,,0,Manual,Gasolina,4 puertas; Aire acondicionado; 5 pasajeros; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,Advance TM,Nissan- March -,March,1494,288864,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1cc55920c52544f1a675209bd84c8902.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1cc55920c52544f1a675209bd84c8902.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e7fd5557f78e43a895365a75c3e6ebc8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1e778114dbe341a5a1c823469014c884.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c8c6bcdd4287449eb19af80187acb573.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/cb3d23228e7b46c9bcd36d60e2f714a0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b150dd1265824b4488540bba9c18de38.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/46ac564402d3412cb9395f4351af5281.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/95c1b03636e14f3c95f90cafd3c1f8f8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b37e38717b5243cda487102cbf0c49af.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ae8ebc1087404c49a85886955c70f3df.jpeg",Blanco,Negro,,0,Manual,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Advance TM,Nissan- March -,March,1495,288864,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4a33b18143c04483b4f1623caab0d0f7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4a33b18143c04483b4f1623caab0d0f7.jpeg",Blanco,Negro,,0,Manual,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Advance TM,Nissan- March -,March,1496,288864,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/566d8924db3f48e7a594f1db07c2da90.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/566d8924db3f48e7a594f1db07c2da90.jpeg",Blanco,Negro,,0,Manual,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1497,447264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f4ef3e5bd08541e198e01c680cc9e31f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f4ef3e5bd08541e198e01c680cc9e31f.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1498,447264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e85d29c452a64b929e49c97bc2725561.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e85d29c452a64b929e49c97bc2725561.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1499,407562.02,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8982893d9486424a83808fd4002d26de.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8982893d9486424a83808fd4002d26de.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/00d8460ecd4547478c1ea8fad5866d5f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/256378a9ae474ce7a02480027000028b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/545860a38c304b66ada9e0e1803f3cf0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/78adc42246814f29b9cbe07f468051f3.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d1d79966f1914541900ce606f6c52a85.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5ff3f4e92a8e4add9fb11d0c0ae30ecd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/6cef4a30f14c4e788e778c785df82886.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3239474ce2364a01b495285f304e37c3.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ae8947e6b3194715bf24c596d2ea029c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/25793cf05f01417b81ab1b7de238312c.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1500,447264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/089a49a99782413bb5b5ba1b3b3f3af4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/089a49a99782413bb5b5ba1b3b3f3af4.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1501,447264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b6b422559fc5439ea808cd0d50135119.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b6b422559fc5439ea808cd0d50135119.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1502,447264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3bc97286116f45b2a79e36434a785ef8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3bc97286116f45b2a79e36434a785ef8.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,Advance TM,Nissan- March -,March,1503,288864,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/79e1b8f13bf744278e680de832b42de0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/79e1b8f13bf744278e680de832b42de0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9d166317b0f740058455610c3a720fc8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/03461378f0414598a182236c5ac06086.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3cc158f75ce547ccad67f94390faab21.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/57a4f2127d5d40ea8c9e3cbd1d24e3d0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ed482a8643c24e2e9961a8fa0188cc89.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2063f97dc49d45ff8ec91b974d1461e5.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/efc8dc0e9ad74c82809d0de1bfbb7095.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2ca0434f1c76408794d7f31d5236c9d7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/21f663533a254decb6ad082f10592150.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a04f0aaa50254eab900b50dbbbcc9234.jpeg",Azul,Negro,,0,Manual,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Advance TM,Nissan- March -,March,1504,288864,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ce346ac13a2c434aa0397ed34e7aea9b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ce346ac13a2c434aa0397ed34e7aea9b.jpeg",Azul,Negro,,0,Manual,Gasolina,"Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,TM,Nissan- March -,March,1505,310944,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/992665ed581c4d0984016a4246806b47.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/992665ed581c4d0984016a4246806b47.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0a4c192169f9421fbc6c5ea8cfb641c5.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5bf99a8daec8480484cef7bb0f4b1e5e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/dab775b45b9e4c75bde59ab1abce061d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/69ccc332953f4a8abbd89e555e67e4d9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e5ffb0d072164d1fbe08e55b8938666d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/128c100f312a458ea596c9b6fb341257.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f05ba92e00424bec80b0c503d32dfac2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/dca8d73e0e30495dbf128ce0b0ee5a44.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f1c41fb3a3ea4894ad2b8406cc3cce81.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/762a8cdbd02f4b50978b390c117f3743.jpeg",Negro,Negro,,0,Manual,Gasolina,5 puertas; Aire acondicionado; 5 pasajeros; AGENDA TU PRUEBA DE MANEJO,,,,,,
